model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
x3d,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,8792.8387,312.3474,142.9,32.0,200,27.927059512703046,76.42328457142857,21,4,0,30,1
internvideo,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,1333.8306,52.5569,143.0,32.0,200,28.528017188353438,67.02292985714284,21,4,0,30,1
csn,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,9929.9997,1.3375,0.0,32.0,200,28.15267291475636,68.953253,1,1,0,30,1
umt,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,22592.2771,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
i3dnonlocal,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,9227.8772,117.917,40.0,32.0,200,28.037375575851904,67.7107326,10,8,0,30,1
i3d,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,8749.9238,259.2969,106.18,32.0,200,27.97581139584482,69.36627888235296,17,6,0,30,1
internvideo2,gradestv2_untarget_shuffle_adaptive,Kinetics400Dataset,28168.425,1004.028,164.39,32.0,200,29.559787715958453,69.74360192857144,28,1,0,30,1
slowonly,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,1502.7572,2.0905,0.0,32.0,200,27.848038267617145,69.62699933333333,12,12,0,30,1
tsn,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,1614.2564,67.0362,72.18,32.0,200,27.155566535362095,72.64809100000001,22,16,0,30,1
tsm,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,1918.9214,105.4268,74.19,32.0,200,27.177667981777734,75.10376468750002,16,11,0,30,1
uniformerv2,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,5806.953,210.524,67.38,32.0,200,25.068441019068715,54.58170215384616,26,23,0,30,1
amd,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,7840.7193,353.2502,66.05,32.0,200,25.446389888016963,54.995108200000004,20,18,0,30,1
tpn,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,6579.7887,254.5839,30.88,32.0,200,26.483555925644424,66.25870794117647,17,16,0,30,1
videomae,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,13237.0042,670.8845,82.72,32.0,200,23.662833099475364,52.86040572222223,18,15,0,30,1
onepeace,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,12942.5899,613.219,60.95,32.0,200,26.600889908800674,66.11039530000001,20,16,0,30,1
r2plus1d,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,6584.3198,283.4169,28.27,32.0,200,27.58087482353573,70.88014672727273,11,10,0,30,1
c2d,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,11546.7945,515.3876,61.1,32.0,200,27.477250781847122,72.19183105,20,15,0,30,1
tanet,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,5964.6998,319.05,73.31,32.0,200,26.095953445085552,65.90062300000001,16,13,0,30,1
videomaev2,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,24352.6231,946.3527,121.0,32.0,200,24.330759828409892,57.222568040000006,25,14,0,30,1
actionclip,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,2021.0965,78.3663,31.43,32.0,200,26.20497173919835,57.3580317142857,21,20,0,30,1
timesformer,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,476.6536,21.2067,24.74,32.0,200,27.261325567529255,74.64314810526315,19,19,0,30,1
tsmnonlocal,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,1049.9395,42.5775,40.47,32.0,200,27.476378930659365,75.73815582352941,17,15,0,30,1
tadaformer,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,38712.653,1464.9367,140.12,32.0,200,26.517979140008165,59.36525579166666,24,10,0,30,1
uniformer,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,29932.0307,1164.5168,107.08,32.0,200,26.55874444720726,64.23445112499999,24,14,0,30,1
videoswin,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,25843.6136,1044.7369,77.5,32.0,200,25.720659912210643,61.06821305,20,16,0,30,1
mvitv2,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,35482.3949,1486.0797,109.22,32.0,200,25.51206686675848,59.436684304347835,23,14,0,30,1
internvideo,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,839.529,34.8085,29.22,32.0,200,26.500937389411305,59.40641050000001,18,18,0,30,1
internvideo2,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,17008.8018,605.6894,86.75,32.0,200,26.294692213398083,58.64565771428571,28,23,0,30,1
umt,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,20321.9372,0.0,0.0,32.0,200,0.0,0.0,0,0,0,30,1
ila,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,3577.2178,130.437,89.48,32.0,200,26.655332712918405,73.34360104347826,23,14,0,30,1
csn,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,6268.0363,3.7384,0.0,32.0,200,28.17774883760317,68.710852,1,1,0,30,1
i3dnonlocal,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,18488.4117,70.8131,2.2,32.0,200,27.818588102647823,64.96950770000001,10,10,0,30,1
x3d,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,17592.381,818.0307,70.89,32.0,200,27.354639898209236,70.26082872222221,18,13,0,30,1
i3d,gradestv2_untarget_temporal_median_adaptive,Kinetics400Dataset,29495.9523,1313.3252,59.76,32.0,200,27.019247593919573,63.99834988235293,17,13,0,30,1
timesformer,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,5265.0468,202.6083,182.45,12.75,200,38.64807097810108,98.84332277272728,22,0,0,30,1
actionclip,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,8416.1354,318.0593,182.87,12.75,200,38.80288970779537,97.59464460869565,23,0,0,30,1
tsmnonlocal,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,12734.7426,545.4739,183.61,12.75,200,37.91732674307744,98.8297866111111,18,1,0,30,1
tsn,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,4199.4252,188.6021,171.58,12.75,200,38.48251586573934,98.932233,19,0,0,30,1
tsm,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,18145.7849,730.8255,187.75,12.75,200,38.86895565967625,99.55366712499999,16,1,0,30,1
uniformerv2,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,27823.8388,1065.6477,192.12,12.75,200,38.648136228482414,97.49093863999997,25,1,0,30,1
tpn,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,37012.1523,1490.2889,200.0,12.75,200,38.49041507821471,99.01513063157893,19,0,0,30,1
c2d,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,23769.3437,777.6155,147.05,12.75,200,38.847016330760425,99.0274455909091,22,5,0,30,1
r2plus1d,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,30072.1509,1433.8984,191.23,12.75,200,37.89268003391397,99.5864933846154,13,0,0,30,1
videomae,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,49033.7126,1722.1387,190.3,12.75,200,37.32957843917033,98.60679421739131,23,0,0,30,1
slowonly,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,48627.8639,1963.947,188.59,12.75,200,38.55726068520574,98.82798464705883,17,1,0,30,1
videomaev2,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,49227.2139,1682.6322,185.33,12.75,200,38.831247090915944,98.62394707407405,27,1,0,30,1
tanet,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,38689.0897,1652.4163,200.0,12.75,200,38.51038722950745,98.86181337499997,16,0,0,30,1
uniformer,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,53036.3307,1964.0408,200.0,12.75,200,38.28980864969374,98.88473221739129,23,0,0,30,1
mvitv2,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,19384.0153,2156.6316,185.12,12.75,200,38.255215381488284,98.65569695833335,24,0,0,30,1
videoswin,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,97067.5292,4038.4289,200.0,12.75,200,38.25865743700934,98.43270294999999,20,0,0,30,1
ila,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,20210.8782,730.5062,152.4,12.75,200,39.51719019786035,99.04294292,25,0,0,30,1
amd,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,21099.3886,1077.0259,167.05,12.75,200,37.89168768055696,97.34243322727274,22,1,0,30,1
csn,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,13162.6563,9.0506,4.0,12.75,200,42.505393033188994,99.36535,1,0,0,30,1
internvideo,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,3772.9359,157.888,190.62,12.75,200,38.04744492671679,97.27280757142856,21,0,0,30,1
i3d,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,20470.4711,1357.7506,177.89,12.75,200,39.60020057962948,97.303005,9,0,0,30,1
x3d,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,40916.4585,1544.0633,197.2,12.75,200,38.40749598230458,98.89194684999998,20,0,0,30,1
i3dnonlocal,stylefool_untarget_crop_resize_adaptive,Kinetics400Dataset,17602.501,1067.9837,117.14,12.75,200,38.56274381411753,99.05613457142859,7,1,0,30,1
actionclip,stylefool_untarget_flip_adaptive,Kinetics400Dataset,7054.8021,269.2638,154.57,12.75,200,39.224191985311926,97.8653396521739,23,7,0,30,1
timesformer,stylefool_untarget_flip_adaptive,Kinetics400Dataset,4258.4634,167.2638,149.48,12.75,200,39.237056070436594,98.93494691304346,23,8,0,30,1
tsmnonlocal,stylefool_untarget_flip_adaptive,Kinetics400Dataset,8775.5761,454.6515,152.33,12.75,200,39.2855276697803,98.98488072222221,18,6,0,30,1
ila,stylefool_untarget_flip_adaptive,Kinetics400Dataset,16475.6757,623.8062,128.74,12.75,200,40.415380059622414,99.10778486956521,23,11,0,30,1
videomae,stylefool_untarget_flip_adaptive,Kinetics400Dataset,26443.6573,1510.3055,167.25,12.75,200,39.56265655218178,98.302532125,16,4,0,21,1
c2d,stylefool_untarget_flip_adaptive,Kinetics400Dataset,18323.578,774.7726,145.45,12.75,200,40.11844353688793,99.033658,20,7,0,30,1
r2plus1d,stylefool_untarget_flip_adaptive,Kinetics400Dataset,20263.875,1183.002,155.46,12.75,200,39.02486122789182,99.69307238461539,13,7,0,30,1
tpn,stylefool_untarget_flip_adaptive,Kinetics400Dataset,29951.9476,1313.4717,176.47,12.75,200,38.9154629659925,99.06623831578948,19,3,0,30,1
tanet,stylefool_untarget_flip_adaptive,Kinetics400Dataset,36585.0179,1646.8465,200.0,12.75,200,38.619619113539216,98.86406962499998,16,0,0,30,1
videomaev2,stylefool_untarget_flip_adaptive,Kinetics400Dataset,50201.9207,1619.4163,176.15,12.75,200,39.40061537726609,98.66822888888892,27,4,0,30,1
uniformer,stylefool_untarget_flip_adaptive,Kinetics400Dataset,43143.4845,1678.7452,171.65,12.75,200,38.83144182487768,98.93964226086958,23,6,0,30,1
tsm,stylefool_untarget_flip_adaptive,Kinetics400Dataset,14033.5446,586.0718,151.06,12.75,200,39.5651835911427,99.563922875,16,5,0,30,1
tsn,stylefool_untarget_flip_adaptive,Kinetics400Dataset,3894.0486,157.7776,144.24,12.75,200,40.508034374153304,99.06286723809524,21,7,0,30,1
csn,stylefool_untarget_flip_adaptive,Kinetics400Dataset,6050.1391,0.0,0.0,12.75,200,0.0,0.0,0,0,0,30,1
x3d,stylefool_untarget_flip_adaptive,Kinetics400Dataset,20004.5345,1352.3797,173.64,12.75,200,38.78149246693382,98.51242378571429,14,3,0,21,1
uniformerv2,stylefool_untarget_flip_adaptive,Kinetics400Dataset,16555.8025,899.9608,164.44,12.75,200,40.03617952770162,97.22008388888891,18,5,0,21,1
r2plus1d,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,18914.9834,1060.3915,140.31,12.75,200,39.287940846416525,99.69405046153845,13,6,0,30,1
c2d,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,18077.7181,656.9676,124.83,12.75,200,41.03228744810852,99.16546360869566,23,9,0,30,1
timesformer,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,4185.7295,164.8023,147.57,12.75,200,39.86291978821045,98.93731678260872,23,8,0,30,1
actionclip,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,7505.573,284.6162,165.95,12.75,200,38.98785672108102,97.66561145454547,22,6,0,30,1
tsmnonlocal,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,8751.4735,403.5896,135.0,12.75,200,40.060875615304326,99.05650989999998,20,8,0,30,1
tsn,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,3996.0451,155.1389,142.41,12.75,200,40.85039386173142,99.07848663636365,22,7,0,30,1
tanet,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,35491.4706,1617.0726,197.31,12.75,200,38.641055444498846,98.86240275,16,1,0,30,1
tsm,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,14488.341,601.8768,155.81,12.75,200,39.62336833305422,99.561741,16,4,0,30,1
uniformer,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,42108.2918,1616.7516,166.83,12.75,200,39.247885377141095,98.88943491666664,24,6,0,30,1
mvitv2,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,45535.8906,1736.199,150.29,12.75,200,39.52151457750329,98.80743937500002,24,7,0,30,1
tpn,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,29570.6545,1302.2082,176.53,12.75,200,38.78142797577151,99.04050747368422,19,3,0,30,1
videomae,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,39649.4672,1520.8057,169.3,12.75,200,39.009967450873106,98.7299637826087,23,5,0,30,1
videomaev2,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,45984.9526,1580.4694,176.04,12.75,200,39.238115182775495,98.65371674074069,27,4,0,30,1
videoswin,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,93667.4664,3380.2956,167.39,12.75,200,39.61329707194002,98.4571020869565,23,4,0,30,1
slowonly,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,41886.4139,1783.8244,173.88,12.75,200,39.07182185136308,98.83063541176472,17,4,0,30,1
ila,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,16066.962,611.4085,128.0,12.75,200,40.30038967657007,99.13439560869564,23,10,0,30,1
csn,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,7176.1672,17.2341,1.0,12.75,200,48.71699744933604,99.706393,1,1,0,30,1
uniformerv2,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,18553.2224,952.3908,173.54,12.75,200,39.120545443323,97.61028884615385,26,5,0,30,1
amd,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,19619.0108,1033.8026,153.91,12.75,200,39.66195490577979,97.51558390909094,22,7,0,30,1
internvideo,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,2289.3605,93.2734,111.38,12.75,200,40.267557611554835,97.60294471428573,21,13,0,30,1
i3dnonlocal,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,12024.0471,1023.4259,112.17,12.75,200,39.86714524837242,99.1843995,6,3,0,30,1
i3d,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,19350.3727,1485.5465,196.5,12.75,200,38.625262832938915,96.97931462500001,8,1,0,30,1
x3d,stylefool_untarget_no_defence_non-adaptive,Kinetics400Dataset,32336.3049,1363.699,176.8,12.75,200,39.083685666464945,98.93001715,20,3,0,30,1
