model,attack,test_dataset,time,mean_time,mean_iterations,eps,iter,mean_psnr,mean_vmaf,clear_correct,attacked_success,target_success,num_total,metric_workers
tsn,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,393.9,3.2791,16.81,8.0,20,36.13747976201162,95.94413404166669,72,54,51,100,12
amd,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,484.3274,3.3501,3.85,8.0,20,40.48510869835705,95.69465974999997,80,80,80,100,12
uniformerv2,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,496.466,4.2003,7.89,8.0,20,36.64308432886631,86.46612804058756,88,86,85,100,12
videomae,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,663.4782,4.2175,4.27,8.0,20,39.908965386927875,97.64475178571428,84,84,84,100,12
onepeace,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,2240.3756,22.7877,8.03,8.0,20,38.157061450351364,97.56620546575341,73,65,65,100,12
tpn,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,848.807,7.9478,9.77,8.0,20,36.83054505639029,97.46684007042253,71,57,57,100,12
tadaformer,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,2670.6182,26.3047,17.67,8.0,20,32.84760032414404,85.7126213882353,85,76,76,100,12
videomaev2,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,770.2793,6.5071,7.02,8.0,20,36.789131568345496,95.56909983333331,90,90,90,100,12
slowonly,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,2514.542,24.1974,20.0,8.0,20,34.86640963973855,97.01156037209299,43,0,0,100,12
c2d,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,705.5523,4.4617,7.35,8.0,20,36.48276566776266,97.97680731168829,77,75,75,100,12
r2plus1d,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,1074.1843,9.1599,11.71,8.0,20,33.24584687582226,91.43074087814514,52,52,52,100,12
tanet,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,1409.898,13.2615,13.68,8.0,20,33.281040616658615,95.32152744117646,68,64,62,100,12
uniformer,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,1051.0715,7.7355,8.64,8.0,20,37.98596315954889,98.10201081481479,81,81,81,100,12
mvitv2,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,1250.9449,6.7577,5.31,8.0,20,40.48667133370674,97.05217004938275,81,81,81,100,12
videoswin,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,3035.867,29.3809,13.77,8.0,20,34.57133411631547,93.97231569561455,81,69,68,100,12
actionclip,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,443.4904,3.752,20.0,8.0,20,35.58944338099037,95.25894976119406,67,67,67,100,12
x3d,mifgsm_target_no_defence_non-adaptive,Kinetics400Dataset,670.1064,15.9241,6.4,8.0,20,38.51360302006157,96.85320493333333,15,14,14,35,12
timesformer,mifgsm_target_rotate_adaptive,Kinetics400Dataset,303.3808,2.614,16.92,8.0,20,31.79884839377066,91.33201712676058,71,63,46,100,12
tsmnonlocal,mifgsm_target_rotate_adaptive,Kinetics400Dataset,801.8627,7.6196,19.43,8.0,20,30.926285289346705,73.12881957281039,53,42,27,100,12
ila,mifgsm_target_rotate_adaptive,Kinetics400Dataset,828.4458,7.8569,19.49,8.0,20,31.12761071228216,95.32393926666666,75,46,33,100,12
tsm,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1053.0478,10.0634,19.35,8.0,20,31.06815378177899,79.57802496650584,52,38,25,100,12
tsn,mifgsm_target_rotate_adaptive,Kinetics400Dataset,512.3697,4.4901,20.0,8.0,20,32.66505940169093,85.58503691917306,65,26,8,100,12
uniformerv2,mifgsm_target_rotate_adaptive,Kinetics400Dataset,860.969,7.8542,18.69,8.0,20,31.09947777484852,81.11234291632243,89,68,58,100,12
amd,mifgsm_target_rotate_adaptive,Kinetics400Dataset,944.7503,8.6996,15.71,8.0,20,31.72319377037417,83.97753618421054,76,65,63,100,12
videomae,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1696.3486,15.8661,16.95,8.0,20,31.56442107541561,90.61258565060245,83,71,58,100,12
tpn,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1670.2164,16.1002,19.2,8.0,20,31.151095933653714,87.87811888598446,64,43,29,100,12
tadaformer,mifgsm_target_rotate_adaptive,Kinetics400Dataset,3067.416,29.9638,19.99,8.0,20,31.156150858360043,83.46003642352943,85,25,11,100,12
c2d,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1275.5451,11.9848,19.2,8.0,20,31.052564531581236,94.80874381159421,69,49,37,100,12
videomaev2,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1784.6174,16.8815,18.17,8.0,20,31.26038713605443,87.5133715280899,89,58,52,100,12
onepeace,mifgsm_target_rotate_adaptive,Kinetics400Dataset,5623.1708,55.691,20.0,8.0,20,32.16905069882889,95.68216815492951,71,34,0,100,12
r2plus1d,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1421.9141,13.4224,19.17,8.0,20,31.178771280649485,91.13370841304346,46,44,23,100,12
tanet,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1951.4243,18.7243,19.34,8.0,20,31.2775901533248,91.97804931147543,61,39,18,100,12
uniformer,mifgsm_target_rotate_adaptive,Kinetics400Dataset,1717.7593,15.944,18.42,8.0,20,32.24454641229897,92.92529484615385,78,55,41,100,12
videoswin,mifgsm_target_rotate_adaptive,Kinetics400Dataset,4187.0442,40.5555,19.19,8.0,20,30.961925663766998,91.21677367948722,78,48,33,100,12
mvitv2,mifgsm_target_rotate_adaptive,Kinetics400Dataset,2322.9279,21.5601,17.55,8.0,20,32.29644756288814,86.71863246958326,78,50,46,100,12
slowonly,mifgsm_target_rotate_adaptive,Kinetics400Dataset,2434.6761,25.0368,20.0,8.0,20,31.76979368271153,99.08332942424242,33,7,0,100,12
actionclip,mifgsm_target_rotate_adaptive,Kinetics400Dataset,484.878,4.1949,20.0,8.0,20,33.17014626269445,92.0373156811594,69,64,37,100,12
timesformer,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,236.872,1.9788,11.46,8.0,20,35.4478934347307,97.15792574324325,74,65,64,100,12
tsmnonlocal,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,578.8035,5.1366,12.25,8.0,20,33.78930909614583,97.2052909375,64,58,58,100,12
ila,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,700.6276,6.7569,16.54,8.0,20,33.122866683255836,97.66416478048778,82,74,74,100,12
tsm,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,674.063,6.3562,12.3,8.0,20,35.2610461057139,97.71662907462687,67,51,51,100,12
tsn,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,449.6182,3.9122,16.78,8.0,20,36.14077317489629,98.70639718055556,72,54,51,100,12
uniformerv2,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,524.1701,4.6111,9.03,8.0,20,35.808196646507874,94.77861573863639,88,85,85,100,12
videomae,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,985.9956,8.5972,7.88,8.0,20,35.84327018712892,95.11658271084336,83,83,83,100,12
tpn,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,1208.3629,11.2418,12.76,8.0,20,34.1679295139196,96.43778387142856,70,66,66,100,12
videomaev2,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,1505.1495,14.1945,14.38,8.0,20,33.694103721184696,92.92953351685394,89,81,81,100,12
tadaformer,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,3073.3021,30.0167,19.79,8.0,20,33.461217758052584,93.35060844827585,87,55,52,100,12
slowonly,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,2635.4712,25.3428,20.0,8.0,20,34.89561211322917,99.2724187272727,44,4,2,100,12
c2d,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,999.9005,9.4238,14.07,8.0,20,33.620513019055615,97.3788741780822,73,70,70,100,12
amd,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,851.6437,7.8051,7.74,8.0,20,36.12897556600127,86.98683887319098,80,80,80,100,12
r2plus1d,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,1477.2497,13.7057,18.33,8.0,20,33.1409622459503,91.7491544830156,51,51,46,100,12
tanet,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,1601.6961,15.1888,13.5,8.0,20,33.31469116105335,95.35569480882349,68,63,61,100,12
uniformer,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,1460.111,13.2635,12.74,8.0,20,36.11362070571303,93.83547215000002,80,79,79,100,12
mvitv2,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,1739.5343,15.9621,12.33,8.0,20,36.299620534734416,93.917081902439,82,80,79,100,12
videoswin,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,3616.5883,35.4914,15.23,8.0,20,33.67387668498213,94.43309625925927,81,64,62,100,12
onepeace,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,2293.8985,24.3669,8.36,8.0,20,37.60212483282486,99.01225376712327,73,69,66,100,12
actionclip,mifgsm_target_shuffle_adaptive,Kinetics400Dataset,505.1628,4.3689,20.0,8.0,20,35.77653681965305,95.40455592307693,65,65,65,100,12
timesformer,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,265.4856,2.1813,7.59,8.0,20,38.11167297376478,74.01955849852814,71,69,69,100,12
tsmnonlocal,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,608.5635,5.6378,13.3,8.0,20,33.55467162867953,95.62496087878786,66,58,57,100,12
tsm,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,680.0199,6.4582,12.3,8.0,20,35.29467771118894,97.71761005970149,67,51,51,100,12
ila,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,684.1691,6.6022,16.52,8.0,20,33.12282379265986,96.45939396341461,82,74,74,100,12
tsn,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,469.9827,4.1359,16.79,8.0,20,36.13920537504493,98.70691673611111,72,54,51,100,12
uniformerv2,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,633.0797,5.8154,5.82,8.0,20,38.1229076318365,87.71064483515825,87,87,87,100,12
amd,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,696.0881,6.2922,3.85,8.0,20,40.926941885047945,95.36731571794873,78,78,78,100,12
onepeace,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,2066.9767,20.5417,6.46,8.0,20,39.52426772115315,98.96476658461539,65,64,64,100,12
videomae,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,947.2945,8.7496,3.81,8.0,20,41.532708554414654,98.75044519178083,73,73,73,100,12
tpn,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,986.0785,10.468,6.17,8.0,20,39.612937284422905,98.81070696666666,60,55,55,100,12
videomaev2,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1251.874,11.5334,5.48,8.0,20,38.23539833386763,93.73415887539937,89,89,89,100,12
c2d,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,917.2064,8.8298,5.52,8.0,20,38.40213778271701,97.31401236231885,69,69,69,100,12
tadaformer,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,3134.9471,31.7423,14.64,8.0,20,33.45107064752086,92.8632576309524,84,82,82,100,12
slowonly,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,3114.9527,31.9156,19.61,8.0,20,35.04940438284837,99.40948464516127,31,1,1,100,12
r2plus1d,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1389.2412,13.9452,10.3,8.0,20,34.541457460436206,97.22016465957445,47,47,47,100,12
tanet,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1513.3132,14.3417,13.59,8.0,20,33.320835944416366,95.3487556764706,68,64,60,100,12
uniformer,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1723.4783,16.1392,5.98,8.0,20,40.0915936112898,96.40163471604941,81,81,81,100,12
videoswin,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,2725.1466,27.1968,7.44,8.0,20,37.059978536282266,96.2616313375,80,77,77,100,12
mvitv2,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1904.3239,18.4285,4.84,8.0,20,41.83782009348766,98.40061055844157,77,77,77,100,12
actionclip,mifgsm_target_temporal_median_adaptive,Kinetics400Dataset,1124.3685,11.3646,20.0,8.0,20,36.00364000057117,96.248213031746,63,63,63,100,12
timesformer,stadv_target_crop_resize_adaptive,Kinetics400Dataset,338.3334,2.9213,20.0,0.25,20,48.754217208311786,98.55221967088607,79,6,0,100,12
tsmnonlocal,stadv_target_crop_resize_adaptive,Kinetics400Dataset,846.1321,7.9451,20.0,0.25,20,48.38434470278206,99.06142004545455,66,6,0,100,12
ila,stadv_target_crop_resize_adaptive,Kinetics400Dataset,813.7477,7.6935,20.0,0.25,20,49.882009755204145,99.02677692857144,84,4,0,100,12
tsm,stadv_target_crop_resize_adaptive,Kinetics400Dataset,1101.5357,10.4853,20.0,0.25,20,48.90072898293535,99.39480392424242,66,1,0,100,12
tsn,stadv_target_crop_resize_adaptive,Kinetics400Dataset,472.4175,4.0916,20.0,0.25,20,54.504650041566,99.43909579999999,70,4,0,100,12
uniformerv2,stadv_target_crop_resize_adaptive,Kinetics400Dataset,883.3903,8.1486,20.0,0.25,20,49.13539432363699,97.38777013953487,86,2,0,100,12
amd,stadv_target_crop_resize_adaptive,Kinetics400Dataset,1170.9754,10.9168,20.0,0.25,20,49.78222189335267,97.45197358441555,77,0,0,100,12
videomae,stadv_target_crop_resize_adaptive,Kinetics400Dataset,2010.0613,19.1279,20.0,0.25,20,49.94884084303364,98.90757776190475,84,2,0,100,12
slowonly,stadv_target_crop_resize_adaptive,Kinetics400Dataset,2669.7997,25.9257,20.0,0.25,20,55.82495777680552,99.54596186046511,43,2,0,100,12
tadaformer,stadv_target_crop_resize_adaptive,Kinetics400Dataset,3065.5723,29.7419,20.0,0.25,20,51.25279043745256,98.08747532941176,85,2,0,100,12
tpn,stadv_target_crop_resize_adaptive,Kinetics400Dataset,1840.2009,17.4526,20.0,0.25,20,49.84721129864013,99.36074689189186,74,3,0,100,12
onepeace,stadv_target_crop_resize_adaptive,Kinetics400Dataset,5612.7437,55.5562,20.0,0.25,20,52.632899507078015,99.31283251999997,75,4,0,100,12
c2d,stadv_target_crop_resize_adaptive,Kinetics400Dataset,1414.088,13.2024,20.0,0.25,20,50.325911605055175,99.34792732894734,76,3,0,100,12
r2plus1d,stadv_target_crop_resize_adaptive,Kinetics400Dataset,1587.4419,14.984,20.0,0.25,20,50.69997746860441,99.42348282692305,52,5,0,100,12
videomaev2,stadv_target_crop_resize_adaptive,Kinetics400Dataset,2006.5163,19.1193,20.0,0.25,20,50.91423203794368,98.87305767777775,90,3,0,100,12
uniformer,stadv_target_crop_resize_adaptive,Kinetics400Dataset,1871.1396,17.472,20.0,0.25,20,53.22603928298378,99.29099971604938,81,3,0,100,12
tanet,stadv_target_crop_resize_adaptive,Kinetics400Dataset,2153.6347,20.6957,20.0,0.25,20,49.82007188245254,99.19064159701496,67,4,0,100,12
mvitv2,stadv_target_crop_resize_adaptive,Kinetics400Dataset,2139.2089,19.7199,20.0,0.25,20,52.6295143557868,99.11452975308644,81,1,0,100,12
videoswin,stadv_target_crop_resize_adaptive,Kinetics400Dataset,4636.6971,45.2542,20.0,0.25,20,51.1123950426588,97.47150759756099,82,0,0,100,12
actionclip,stadv_target_crop_resize_adaptive,Kinetics400Dataset,470.8641,4.0316,20.0,0.25,20,51.67254505361591,98.01993852941175,68,3,0,100,12
timesformer,stadv_target_flip_adaptive,Kinetics400Dataset,350.8985,3.06,20.0,0.25,20,44.99083339506582,97.89145458227846,79,6,0,100,12
tsn,stadv_target_flip_adaptive,Kinetics400Dataset,469.6581,4.139,20.0,0.25,20,52.255095188127505,99.45483825757577,66,2,0,100,12
ila,stadv_target_flip_adaptive,Kinetics400Dataset,826.1766,7.8277,20.0,0.25,20,47.54183495588552,98.88463780246914,81,12,9,100,12
uniformerv2,stadv_target_flip_adaptive,Kinetics400Dataset,826.2857,7.5612,20.0,0.25,20,45.395787249319056,96.17008106741577,89,5,1,100,12
tsmnonlocal,stadv_target_flip_adaptive,Kinetics400Dataset,817.0901,7.6595,20.0,0.25,20,45.86967962399773,98.87492084126986,63,4,0,100,12
tsm,stadv_target_flip_adaptive,Kinetics400Dataset,1101.9978,10.4973,20.0,0.25,20,46.31415379423157,99.32410953846156,65,2,0,100,12
amd,stadv_target_flip_adaptive,Kinetics400Dataset,1173.6584,10.8792,20.0,0.25,20,45.2922141818333,95.75331994936714,79,9,0,100,12
tpn,stadv_target_flip_adaptive,Kinetics400Dataset,1816.6797,17.2559,20.0,0.25,20,47.12273612792711,99.24930784931509,73,3,1,100,12
videomae,stadv_target_flip_adaptive,Kinetics400Dataset,2006.2378,19.0905,20.0,0.25,20,44.66427512458979,97.8191747261905,84,11,0,100,12
slowonly,stadv_target_flip_adaptive,Kinetics400Dataset,2643.211,25.5874,20.0,0.25,20,53.36206689946649,99.44284453488372,43,0,0,100,12
tadaformer,stadv_target_flip_adaptive,Kinetics400Dataset,3048.6825,29.6727,20.0,0.25,20,48.406950118896646,97.38632287356324,87,5,0,100,12
videomaev2,stadv_target_flip_adaptive,Kinetics400Dataset,2007.2672,19.1079,20.0,0.25,20,46.826600459380494,98.22290161538459,91,10,1,100,12
c2d,stadv_target_flip_adaptive,Kinetics400Dataset,1418.159,13.1961,20.0,0.25,20,47.46381299791311,99.04628814864869,74,2,1,100,12
onepeace,stadv_target_flip_adaptive,Kinetics400Dataset,5610.2286,55.5517,20.0,0.25,20,47.99484269102956,99.22225014864865,74,17,0,100,12
r2plus1d,stadv_target_flip_adaptive,Kinetics400Dataset,1583.7876,14.9345,20.0,0.25,20,47.90304532674769,99.30136542105267,57,13,2,100,12
uniformer,stadv_target_flip_adaptive,Kinetics400Dataset,1871.5456,17.4042,20.0,0.25,20,49.825242275536354,99.02043654320987,81,10,0,100,12
tanet,stadv_target_flip_adaptive,Kinetics400Dataset,2155.1787,20.7109,20.0,0.25,20,47.49476014298498,99.20405060606062,66,7,0,100,12
mvitv2,stadv_target_flip_adaptive,Kinetics400Dataset,2112.0095,19.4315,20.0,0.25,20,48.336629152464944,98.55754763414633,82,6,0,100,12
videoswin,stadv_target_flip_adaptive,Kinetics400Dataset,4655.1982,45.5476,20.0,0.25,20,47.33896033973855,98.0528203625,80,3,0,100,12
actionclip,stadv_target_flip_adaptive,Kinetics400Dataset,469.2467,3.9987,20.0,0.25,20,47.075010347613386,97.13899442647062,68,23,3,100,12
timesformer,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,417.5763,3.7545,20.0,0.25,20,45.26263127293005,97.84672108000002,75,10,0,100,12
tsn,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,709.8602,6.5502,20.0,0.25,20,52.576943484441976,99.25984742187501,64,7,0,100,12
tsmnonlocal,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,858.9778,8.1116,20.0,0.25,20,46.71827998959594,98.73345869999997,60,8,0,100,12
ila,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,853.5173,8.1022,20.0,0.25,20,47.102068372034054,98.69213755405404,74,10,0,100,12
tsm,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,1122.9644,10.7203,20.0,0.25,20,47.13372236764202,99.31985848000001,50,3,0,100,12
uniformerv2,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,1151.0928,10.9202,20.0,0.25,20,46.094220407637806,95.72774948148148,81,4,0,100,12
amd,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,1569.7214,14.9398,20.0,0.25,20,45.923352602958055,95.60259658108109,74,2,0,100,12
tadaformer,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,3475.6376,34.0471,20.0,0.25,20,48.749606606759365,97.10495989156627,83,3,0,100,12
onepeace,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,5689.5622,56.6814,20.0,0.25,20,48.699959989683975,98.91600192187498,64,12,0,100,12
videomae,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,2551.0295,24.5818,20.0,0.25,20,45.6022555667865,98.16451241558441,77,1,0,100,12
slowonly,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,3140.0241,31.1738,20.0,0.25,20,49.71646386805627,99.70895620930233,43,6,0,100,12
tpn,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,2301.7294,22.5543,20.0,0.25,20,47.95712528449439,99.14421904687504,64,7,0,100,12
c2d,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,1917.744,18.6576,20.0,0.25,20,47.848317308380636,99.14903358333332,60,2,0,100,12
r2plus1d,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,2131.8118,21.2755,20.0,0.25,20,49.387360811367,99.33377453658535,41,5,0,100,12
videomaev2,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,2549.899,24.6972,20.0,0.25,20,47.746160826161955,98.53356162352941,85,6,0,100,12
tanet,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,2721.0702,26.7829,20.0,0.25,20,47.716543771686524,99.07495425454545,55,5,0,100,12
uniformer,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,3185.3286,30.9171,20.0,0.25,20,50.30381385703616,98.86304857692308,78,6,0,100,12
videoswin,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,5902.1407,58.9292,20.0,0.25,20,47.99882729812172,97.81414976315789,76,5,0,100,12
mvitv2,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,4092.5549,40.0403,20.0,0.25,20,49.10897375363446,96.0318861923077,78,2,0,100,12
actionclip,stadv_target_gaussian_blur_adaptive,Kinetics400Dataset,149.3574,6.8966,20.0,0.25,20,48.3714728192707,96.71004574285712,70,12,0,100,12
timesformer,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,309.9274,2.6483,20.0,0.25,20,44.851974767772205,97.84740674683545,79,9,0,100,12
tsmnonlocal,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,840.9364,7.9041,20.0,0.25,20,45.9538426364707,98.84056950793651,63,5,0,100,12
ila,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,828.0978,7.8323,19.96,0.25,20,47.235465885986,98.89334509756101,82,18,14,100,12
tsn,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,465.3082,4.0784,20.0,0.25,20,52.278557362324584,99.3913639027778,72,3,0,100,12
tsm,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,1106.7387,10.52,20.0,0.25,20,46.11854939804793,99.22361777611943,67,0,0,100,12
uniformerv2,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,867.046,7.9702,20.0,0.25,20,45.360594951772434,96.13482222727272,88,0,0,100,12
amd,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,1158.1684,10.8153,20.0,0.25,20,45.21160012094816,95.73627373749997,80,10,0,100,12
slowonly,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,2604.7402,25.1468,20.0,0.25,20,53.3815130893027,99.44261590697673,43,0,0,100,12
c2d,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,1384.8058,12.8788,20.0,0.25,20,47.59269715097534,99.17206532467534,77,5,1,100,12
tadaformer,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,3006.7449,29.2106,20.0,0.25,20,48.546801626498244,97.49941092941177,85,4,0,100,12
tpn,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,1799.4057,17.089,20.0,0.25,20,47.4394756474894,99.17402459154928,71,1,0,100,12
videomae,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,2013.925,19.1512,20.0,0.25,20,44.71023828919048,97.86157057142857,84,7,0,100,12
videomaev2,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,2022.6527,19.2565,20.0,0.25,20,46.89737403118493,98.27146301111108,90,9,1,100,12
r2plus1d,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,1545.5655,14.5878,20.0,0.25,20,47.93225162209116,99.2753865384615,52,14,4,100,12
tanet,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,2120.4603,20.3368,20.0,0.25,20,47.11040306293381,98.98330826470587,68,4,0,100,12
uniformer,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,1858.2386,17.3374,20.0,0.25,20,49.85870117333425,99.00020502469135,81,11,0,100,12
onepeace,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,5596.9552,55.3763,20.0,0.25,20,47.779224922937736,99.02883798630138,73,12,0,100,12
mvitv2,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,2087.8732,19.198,20.0,0.25,20,48.413698027654625,98.63340497530866,81,8,0,100,12
videoswin,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,4608.5887,44.9671,20.0,0.25,20,47.40527025244525,96.76639030864202,81,3,0,100,12
actionclip,stadv_target_no_defence_non-adaptive,Kinetics400Dataset,464.6285,3.9716,20.0,0.25,20,47.108887074417225,97.03277062686566,67,20,3,100,12
timesformer,stadv_target_rotate_adaptive,Kinetics400Dataset,326.974,2.8456,20.0,0.25,20,50.46343737886994,98.84827893055554,72,10,0,100,12
tsmnonlocal,stadv_target_rotate_adaptive,Kinetics400Dataset,854.7513,8.0413,20.0,0.25,20,50.29351874862075,99.14120669811321,53,12,0,100,12
ila,stadv_target_rotate_adaptive,Kinetics400Dataset,843.1043,7.8945,20.0,0.25,20,50.81439500666436,99.10028627142857,70,3,0,100,12
tsn,stadv_target_rotate_adaptive,Kinetics400Dataset,505.1053,4.5452,20.0,0.25,20,54.69063799259028,99.351443671875,64,3,0,100,12
tsm,stadv_target_rotate_adaptive,Kinetics400Dataset,1099.3248,10.5319,20.0,0.25,20,50.96949295598136,99.43786850877194,57,5,0,100,12
uniformerv2,stadv_target_rotate_adaptive,Kinetics400Dataset,915.0536,8.4664,20.0,0.25,20,50.55711426274999,97.73994551764707,85,3,0,100,12
amd,stadv_target_rotate_adaptive,Kinetics400Dataset,1198.1628,11.2206,20.0,0.25,20,50.838223813527904,97.5744898831169,77,4,0,100,12
c2d,stadv_target_rotate_adaptive,Kinetics400Dataset,1433.0162,13.3867,20.0,0.25,20,51.31456963385578,99.31868860937502,64,4,0,100,12
tpn,stadv_target_rotate_adaptive,Kinetics400Dataset,1836.2868,17.2072,20.0,0.25,20,50.89131606875189,99.23646596721314,61,9,0,100,12
videomaev2,stadv_target_rotate_adaptive,Kinetics400Dataset,2064.1016,19.7125,20.0,0.25,20,51.713157869678795,99.04717435555558,90,3,0,100,12
videomae,stadv_target_rotate_adaptive,Kinetics400Dataset,2065.5597,19.6173,20.0,0.25,20,51.086607531762866,98.99744152380951,84,1,0,100,12
slowonly,stadv_target_rotate_adaptive,Kinetics400Dataset,2685.7661,26.0942,20.0,0.25,20,55.58908463017273,99.35673129411765,34,11,0,100,12
tadaformer,stadv_target_rotate_adaptive,Kinetics400Dataset,3099.0118,30.1829,20.0,0.25,20,52.03729616476071,98.15143916279071,86,1,0,100,12
onepeace,stadv_target_rotate_adaptive,Kinetics400Dataset,5646.6899,55.9845,20.0,0.25,20,52.45942691401227,99.27893291780822,73,8,0,100,12
r2plus1d,stadv_target_rotate_adaptive,Kinetics400Dataset,1602.7736,15.0029,20.0,0.25,20,51.302680675842964,99.25109947826088,46,12,0,100,12
uniformer,stadv_target_rotate_adaptive,Kinetics400Dataset,1993.3913,18.6794,20.0,0.25,20,52.910201621407815,99.17190674999998,80,3,0,100,12
tanet,stadv_target_rotate_adaptive,Kinetics400Dataset,2175.006,21.0602,20.0,0.25,20,51.60687529730402,99.24993877777777,54,8,0,100,12
